"gene_id","marker_symbol","ensembl_id","feature_types","biotypes"
"MGI:1935228","Pcdhga11","ENSMUSG00000023036","protein coding gene","protein-coding|protein_coding"
"MGI:1935229","Pcdhga12","ENSMUSG00000023036","protein coding gene","protein-coding|protein_coding"
"MGI:1935215","Pcdhga3","ENSMUSG00000023036","protein coding gene","protein-coding|protein_coding"
"MGI:1935221","Pcdhga8","ENSMUSG00000023036","protein coding gene","protein-coding|protein_coding"
"MGI:1935226","Pcdhga9","ENSMUSG00000023036","protein coding gene","protein-coding|protein_coding"
"MGI:1935201","Pcdhgc3","ENSMUSG00000023036","protein coding gene","protein-coding|protein_coding"
"MGI:1935203","Pcdhgc4","ENSMUSG00000023036","protein coding gene","protein-coding|protein_coding"
"MGI:1935205","Pcdhgc5","ENSMUSG00000023036","protein coding gene","protein-coding|protein_coding"
"MGI:3606062","Pcyox1l","ENSMUSG00000024579","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:97524","Pde6a","ENSMUSG00000024575","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:97531","Pdgfrb","ENSMUSG00000024620","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914449","Pfdn1","ENSMUSG00000024346","protein coding gene","protein-coding|protein_coding"
"MGI:1917514","Pggt1b","ENSMUSG00000024477","protein coding gene","protein-coding|protein_coding"
"MGI:1891839","Phax","ENSMUSG00000008301","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1096566","Pias2","ENSMUSG00000025423","protein coding gene","protein-coding|protein_coding"
"MGI:1918781","Piezo2","ENSMUSG00000041482","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2445019","Pik3c3","ENSMUSG00000033628","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1858231","Pkd2l2","ENSMUSG00000014503","protein coding gene","protein-coding|protein_coding"
"MGI:1916651","Plac8l1","ENSMUSG00000059455","protein coding gene","protein-coding|protein_coding"
"MGI:1930146","Pmaip1","ENSMUSG00000024521","protein coding gene","protein-coding|protein_coding"
"MGI:1347081","Poli","ENSMUSG00000038425","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1916491","Polr2d","ENSMUSG00000024258","protein coding gene","protein-coding|protein_coding"
"MGI:102523","Pou4f3","ENSMUSG00000024497","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2444934","Ppargc1b","ENSMUSG00000033871","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:97751","Ppic","ENSMUSG00000024538","protein coding gene","protein-coding|protein_coding"
"MGI:1920180","Ppp2r2b","ENSMUSG00000024500","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914193","Pqlc1","ENSMUSG00000034006","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2684938","Prdm6","ENSMUSG00000069378","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1924869","Prelid2","ENSMUSG00000056671","protein coding gene","protein-coding|protein_coding"
"MGI:2686460","Prob1","ENSMUSG00000073600","protein coding gene","protein-coding|protein_coding"
"MGI:97771","Proc","ENSMUSG00000024386","protein coding gene","protein-coding|protein_coding"
"MGI:1918623","Prr16","ENSMUSG00000073565","protein coding gene","protein-coding|protein_coding"
"MGI:1916106","Prrc1","ENSMUSG00000024594","protein coding gene","protein-coding|protein_coding"
"MGI:1921252","Psd2","ENSMUSG00000024347","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1920927","Psma8","ENSMUSG00000036743","protein coding gene","protein-coding|protein_coding"
"MGI:1922901","Psmg2","ENSMUSG00000024537","protein coding gene","protein-coding|protein_coding"
"MGI:1335088","Pstpip2","ENSMUSG00000025429","protein coding gene","protein-coding|protein_coding"
"MGI:97806","Ptpn2","ENSMUSG00000024539","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:103079","Pura","ENSMUSG00000043991","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:102790","Rab18","ENSMUSG00000073639","protein coding gene","protein-coding|protein_coding"
"MGI:1931295","Rab27b","ENSMUSG00000024511","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:109632","Rax","ENSMUSG00000024518","protein coding gene","protein-coding|protein_coding"
"MGI:2442995","Rbbp8","ENSMUSG00000041238","protein coding gene","protein-coding|protein_coding"
"MGI:1915981","Rbfa","ENSMUSG00000024570","protein coding gene","protein-coding|protein_coding"
"MGI:1914060","Rbm22","ENSMUSG00000024604","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2147194","Rbm27","ENSMUSG00000024491","protein coding gene","protein-coding|protein_coding"
"MGI:2385070","Reep2","ENSMUSG00000038555","protein coding gene","protein-coding|protein_coding"
"MGI:1270152","Reep5","ENSMUSG00000005873","protein coding gene","protein-coding|protein_coding"
"MGI:1918044","Rell2","ENSMUSG00000044024","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914128","Riok3","ENSMUSG00000024404","protein coding gene","protein-coding|protein_coding"
"MGI:108054","Rit2","ENSMUSG00000057455","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914914","Rnf125","ENSMUSG00000033107","protein coding gene","protein-coding|protein_coding"
"MGI:1929211","Rnf138","ENSMUSG00000024317","protein coding gene","protein-coding|protein_coding"
"MGI:1929668","Rnf14","ENSMUSG00000060450","protein coding gene","protein-coding|protein_coding"
"MGI:2444521","Rnf165","ENSMUSG00000025427","protein coding gene","protein-coding|protein_coding"
"MGI:1915147","Rnmt","ENSMUSG00000009535","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:107927","Rock1","ENSMUSG00000024290","protein coding gene","protein-coding|protein_coding"
"MGI:2448270","Rpl17","ENSMUSG00000062328","protein coding gene","protein-coding|protein_coding"
"MGI:2385066","Rprd1a","ENSMUSG00000040446","protein coding gene","protein-coding|protein_coding"
"MGI:98107","Rps14","ENSMUSG00000024608","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2179288","Rttn","ENSMUSG00000023066","protein coding gene","protein-coding|protein_coding"
"MGI:109295","Sall3","ENSMUSG00000024565","protein coding gene","protein-coding|protein_coding"
"MGI:1919782","Sap130","ENSMUSG00000024260","protein coding gene","protein-coding|protein_coding"
"MGI:2153470","Scgb3a2","ENSMUSG00000038791","protein coding gene","protein-coding|protein_coding"
"MGI:1913536","Sec11c","ENSMUSG00000024516","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1919374","Seh1l","ENSMUSG00000079614","protein coding gene","protein-coding|protein_coding"
"MGI:1203727","Sema6a","ENSMUSG00000019647","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1933199","Setbp1","ENSMUSG00000024548","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914408","Sft2d3","ENSMUSG00000044982","protein coding gene","protein-coding|protein_coding"
"MGI:2444628","Sh3rf2","ENSMUSG00000057719","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2444417","Sh3tc2","ENSMUSG00000045629","protein coding gene","protein-coding|protein_coding"
"MGI:3646642","Siglec15","ENSMUSG00000091055","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1932040","Sil1","ENSMUSG00000024357","protein coding gene","protein-coding|protein_coding"
"MGI:1913718","Ska1","ENSMUSG00000036223","protein coding gene","protein-coding|protein_coding"
"MGI:3645984","Skor2","ENSMUSG00000091519","protein coding gene","protein-coding|protein_coding"
"MGI:101924","Slc12a2","ENSMUSG00000024597","protein coding gene","protein-coding|protein_coding"
"MGI:1351654","Slc14a1","ENSMUSG00000059336","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1351653","Slc14a2","ENSMUSG00000024552","protein coding gene","protein-coding|protein_coding"
"MGI:1341903","Slc23a1","ENSMUSG00000024354","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2137907","Slc25a2","ENSMUSG00000050304","protein coding gene","protein-coding|protein_coding"
"MGI:1914703","Slc25a46","ENSMUSG00000024259","protein coding gene","protein-coding|protein_coding"
"MGI:892977","Slc26a2","ENSMUSG00000034320","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3036230","Slc27a6","ENSMUSG00000024600","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915093","Slc35a4","ENSMUSG00000033272","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2147279","Slc39a6","ENSMUSG00000024270","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443384","Slc4a9","ENSMUSG00000024485","protein coding gene","protein-coding|protein_coding"
"MGI:2147363","Slc6a7","ENSMUSG00000052026","protein coding gene","protein-coding|protein_coding"
"MGI:2442865","Slmo1","ENSMUSG00000024530","protein coding gene","protein-coding|protein_coding"
"MGI:108051","Smad2","ENSMUSG00000024563","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:894293","Smad4","ENSMUSG00000024515","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1100518","Smad7","ENSMUSG00000025880","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1917088","Smim3","ENSMUSG00000038059","protein coding gene","protein-coding|protein_coding"
"MGI:1915097","Sncaip","ENSMUSG00000024534","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:98344","Snrpd1","ENSMUSG00000002477","protein coding gene","protein-coding|protein_coding"
"MGI:1915054","Snx2","ENSMUSG00000034484","protein coding gene","protein-coding|protein_coding"
"MGI:1916476","Snx24","ENSMUSG00000024535","protein coding gene","protein-coding|protein_coding"
"MGI:1924885","Socs6","ENSMUSG00000056153","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1918492","Spata24","ENSMUSG00000024352","protein coding gene","protein-coding|protein_coding"
"MGI:3584533","Spink10","ENSMUSG00000044176","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3588289","Spink11","ENSMUSG00000073573","protein coding gene","protein-coding|protein_coding"
"MGI:1925492","Spink12","ENSMUSG00000061144","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3642511","Spink13","ENSMUSG00000073551","protein coding gene","protein-coding|protein_coding"
"MGI:3646952","Spink14","ENSMUSG00000051050","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:106202","Spink3","ENSMUSG00000024503","protein coding gene","protein-coding|protein_coding"
"MGI:1919682","Spink5","ENSMUSG00000055561","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3648654","Spink6","ENSMUSG00000055095","protein coding gene","protein-coding|protein_coding"
"MGI:3644691","Spink7","ENSMUSG00000060201","protein coding gene","protein-coding|protein_coding"
"MGI:1924674","Spinkl","ENSMUSG00000053729","protein coding gene","protein-coding|protein_coding"
"MGI:1915416","Spire1","ENSMUSG00000024533","protein coding gene","protein-coding|protein_coding"
"MGI:1345144","Spry4","ENSMUSG00000024427","protein coding gene","protein-coding|protein_coding"
"MGI:1344414","Sra1","ENSMUSG00000006050","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914472","Srfbp1","ENSMUSG00000024528","protein coding gene","protein-coding|protein_coding"
"MGI:1913634","Srp19","ENSMUSG00000014504","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:107708","Ss18","ENSMUSG00000037013","protein coding gene","protein-coding|protein_coding"
"MGI:106019","St8sia3","ENSMUSG00000056812","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:109243","St8sia5","ENSMUSG00000025425","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2156764","Stard4","ENSMUSG00000024378","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2156774","Stard6","ENSMUSG00000079608","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2442403","Stk32a","ENSMUSG00000039954","protein coding gene","protein-coding|protein_coding"
"MGI:2147319","Svil","ENSMUSG00000024236","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1099446","Synpo","ENSMUSG00000043079","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:101759","Syt4","ENSMUSG00000024261","protein coding gene","protein-coding|protein_coding"
"MGI:2152345","Taf4b","ENSMUSG00000054321","protein coding gene","protein-coding|protein_coding"
"MGI:1346348","Taf7","ENSMUSG00000051316","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1926421","Tcerg1","ENSMUSG00000024498","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:98506","Tcf4","ENSMUSG00000053477","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:892003","Tcof1","ENSMUSG00000024613","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1919668","Thoc1","ENSMUSG00000024287","protein coding gene","protein-coding|protein_coding"
"MGI:3040056","Ticam2","ENSMUSG00000056130","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1920595","Timm21","ENSMUSG00000024645","protein coding gene","protein-coding|protein_coding"
"MGI:1919233","Tmco6","ENSMUSG00000006850","protein coding gene","protein-coding|protein_coding"
"MGI:1913926","Tmed7","ENSMUSG00000033184","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1919762","Tmem173","ENSMUSG00000024349","protein coding gene","protein-coding|protein_coding"
"MGI:2442435","Tmem241","ENSMUSG00000049411","protein coding gene","protein-coding|protein_coding"
"MGI:2442418","Tmx3","ENSMUSG00000024614","protein coding gene","protein-coding|protein_coding"
"MGI:2147191","Tnfaip8","ENSMUSG00000062210","protein coding gene|protein coding gene","KNOWN_protein_coding|miscRNA|protein-coding|protein_coding"
"MGI:2147191","Tnfaip8","ENSMUSG00000094040","protein coding gene|protein coding gene","KNOWN_protein_coding|miscRNA|protein-coding|protein_coding"
"MGI:1913898","Tpgs2","ENSMUSG00000024269","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443008","Trappc8","ENSMUSG00000033382","protein coding gene","protein-coding|protein_coding"
"MGI:106264","Trim36","ENSMUSG00000033949","protein coding gene","protein-coding|protein_coding"
"MGI:1346031","Tshz1","ENSMUSG00000046982","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1855696","Tslp","ENSMUSG00000024379","protein coding gene","protein-coding|protein_coding"
"MGI:1919997","Ttc39c","ENSMUSG00000024424","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:98865","Ttr","ENSMUSG00000061808","protein coding gene","protein-coding|protein_coding"
"MGI:1915201","Tubb6","ENSMUSG00000001473","protein coding gene","protein-coding|protein_coding"
"MGI:1860078","Txnl1","ENSMUSG00000024583","protein coding gene","protein-coding|protein_coding"
"MGI:1351613","Txnl4a","ENSMUSG00000057130","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1930715","Ube2d2a","ENSMUSG00000091896","protein coding gene","protein-coding|protein_coding"
"MGI:1928898","Usp14","ENSMUSG00000047879","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3852494","Vmn1r238","ENSMUSG00000091539","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2387357","Wac","ENSMUSG00000024283","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1921570","Wdr33","ENSMUSG00000024400","protein coding gene","protein-coding|protein_coding"
"MGI:1917819","Wdr36","ENSMUSG00000038299","protein coding gene","protein-coding|protein_coding"
"MGI:1915186","Wdr55","ENSMUSG00000042660","protein coding gene","protein-coding|protein_coding"
"MGI:1860197","Wdr7","ENSMUSG00000040560","protein coding gene","protein-coding|protein_coding"
"MGI:107924","Wnt8a","ENSMUSG00000012282","protein coding gene","protein-coding|protein_coding"
